,email,faximile,id,jenis_rs,kode_kecamatan,kode_kelurahan,kode_kota,kode_pos,latitude,location.alamat,location.latitude,location.longitude,longitude,nama_rs,telepon,website,properties.kode_kecamatan,properties.kode_kota,properties.kode_provinsi,properties.nama_kecamatan,properties.nama_kota,properties.nama_provinsi
74,rumahsakit@antammedika.co.id,['29378960'],80,Rumah Sakit Umum,3172090,3172090003,3172,13210,-6.192658,Jl. Pemuda Raya No. 1A RT.002 / RW.07,-6.192658,106.902603,106.902603,Aneka Tambang Medika (Antam Medika),"['29378939', '29378943']",www.antammedika.co.id,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
75,rsp@pcraahabatan.ce.1d,"['4711222', '478608873']",81,Rumah Sakit Umum Pusat,3172090,3172090001,3172,13220,-6.202596,Jl. Persahabatan Raya ,-6.202596,106.885071,106.885071,Persahabatan ,['4891708-4890696'],www.persahabatan.co.id,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
76,dharmanugraha@yahoo.com,['4707428'],82,Rumah Sakit Umum,3172090,3172090005,3172,13220,-6.195859,Jl. Balai Pustaka Baru No. 19,-6.195859,106.886421,106.886421,Dharma Nugraha,['4707433-4707437'],,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
77,"lumentagrace@yahoo.com, rsmediros@cbn.net.id","['4891937', '4891937']",83,Rumah Sakit Umum,3172090,3172090007,3172,13260,-6.179724,Jl. Perintis Kemerdekaan Kav. 149,-6.179724,106.903748,106.903748,Mediros,['4721336 - 37'],www.rs-mediros.com,3172090.0,3172.0,31.0,Pulo Gadung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
78,rspremier.jatinegara@ramsayhealth.co.id,['2800755'],84,Rumah Sakit Umum,3172060,3172060007,3172,13310,-6.221951,Jl. Raya Jatinegara Timur No. 85 - 87,-6.221951,106.868935,106.868935,Premier Jatinegara,"['2800666', '2800777', '2800888']",www.ramsayhealth.co.id,3172060.0,3172.0,31.0,Jatinegara,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
79,rspengayoman.dki@gmail.com,['85909644'],85,Rumah Sakit Umum,3172060,3172060007,3172,13410,-6.221951,Jl. Raya Bekasi Timur 170 B,-6.221951,106.868935,106.868935,Pengayoman Cipinang,"['085210432196', '85914558']",,3172060.0,3172.0,31.0,Jatinegara,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
80,rsyadika@yahoo.co.id,['8631708'],86,Rumah Sakit Umum,3172070,3172070001,3172,13430,-6.237237,Jl. Pahlawan Revolusi No. 47,-6.237237,106.898796,106.898796,Yadika Pondok Bambu,['8615754-8610756'],,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
81,"aliyus_k@yahoo.com, ariefb12@gmail.com",['8611101'],87,Rumah Sakit Umum,3172070,3172070004,3172,13460,-6.220089,Jl. Raya Pondok Kopi,-6.220089,106.939682,106.939682,Islam Jakarta Pondok Kopi,"['8610471 ', '8630654']",www.rsijpondokkopi.co.id,3172070.0,3172.0,31.0,Duren Sawit,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
82,rs.dik.pusdikkes@gmail.com,"['8092706', '80887304']",88,Rumah Sakit Umum,3172050,3172050005,3172,13510,-6.275258,Jl. Raya Bogor,-6.275258,106.869537,106.869537,Dik Pusdikkes Kodiklat TNI AD,"['8092358', '8003491']",www.pusdikkes.com,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
83,rs_polri@pdpersi.co.id,['8094005'],89,Rumah Sakit Umum,3172050,3172050005,3172,13510,-6.269806,Jl. RS Polri,-6.269806,106.870674,106.870674,Bhayangkara Tk.I  R. Said Sukanto,['8093288'],,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
84,jakartaislamichospital@yahoo.com,['87710318 '],90,Rumah Sakit Umum,3172050,3172050003,3172,13540,-6.297779,Jalan  Pedati Nomor 3  RT.005 / RW.07,-6.297779,106.870377,106.870377,Al-Fauzan,['8402821'],www.jih.co.id,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
85,"keliek_marwanto@yahoo.co.id, rshaji@pdpersi.co.id","['80876209', '8000702']",91,Rumah Sakit Umum,3172040,3172040001,3172,13560,-6.290169,Jl. Raya Pondok Gede No. 4,-6.290169,106.888847,106.888847,Haji Jakarta,['8000693-695'],,3172040.0,3172.0,31.0,Makasar,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
86,ruspau@pdpersi.co.id,['8098665'],92,Rumah Sakit Umum,3172040,3172040004,3172,13610,-6.257015,"Jl. Merpati No. 2,  Komplek Rajawali",-6.257015,106.891922,106.891922,Pusat Angkatan Udara Dr. Esnawan Antariksa,['8091716-8093943'],,3172040.0,3172.0,31.0,Makasar,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
87,"erwintyrana@sismamedika.com, rsharum@pdpersi.co.id",['8601030'],93,Rumah Sakit Umum,3172040,3172040005,3172,13620,-6.24808,Jl. Inspeksi Tarum Barat - Kalimalang,-6.24808,106.90963,106.90963,Harum Sisma Medika,['8617212-13'],,3172040.0,3172.0,31.0,Makasar,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
88,budhiasih@ymail.com,['8009157-8007348'],94,Rumah Sakit Umum Daerah,3172050,3172050007,3172,13630,-6.256015,Jl. Dewi Sartika  Cawang III  No. 200,-6.256015,106.862869,106.862869,Budhi Asih ,"['8090282', '8092482']",www.rsudbudhiasih.com,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
89,rsuuki@yahoo.co.id,['8092445'],95,Rumah Sakit Umum,3172050,3172050007,3172,13630,-6.25092,Jl. Mayjen Sutoyo No. 2,-6.25092,106.872002,106.872002,Universitas Kristen Indonesia,"['8092317', '8092831', '8010523']",,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
90,rsolahragacibubur@gmail.com,['021-87753977'],96,Rumah Sakit Umum,3172020,3172020001,3172,13720,-6.368448,Jalan  Jambore  Nomor 1,-6.368448,106.892929,106.892929,Olahraga Nasional,['87753977'],,3172020.0,3172.0,31.0,Ciracas,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
91,kesdamjaya_cijantung@yahoo.com,['8407886'],97,Rumah Sakit Umum,3172010,3172010005,3172,13760,-6.309916,"Jl. Mahoni,  Cijantung II ",-6.309916,106.859673,106.859673,Tingkat IV Cijantung Kesdam Jaya,['8400535'],,3172010.0,3172.0,31.0,Pasar Rebo,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
92,rsudpasarrebo@yahoo.com,['8411159'],98,Rumah Sakit Umum Daerah,3172010,3172010005,3172,13760,-6.304108,Jl. Letjen T. B. Simatupang No. 30,-6.304108,106.861931,106.861931,Pasar Rebo,['8401127/ 8400109'],www.rsudpasarrebo.com,3172010.0,3172.0,31.0,Pasar Rebo,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
93,,[''],99,Rumah Sakit Umum,3172010,3172010005,3172,13820,-6.304108,Jl. Hankam Raya No.60,-6.304108,106.861931,106.861931,Adhyaksa,['021-29462345'],,3172010.0,3172.0,31.0,Pasar Rebo,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
94,"hrd@rsharapanbunda.com, harapanbunda@pdpersi.co.id",['87781247'],100,Rumah Sakit Umum,3172050,3172050004,3172,13830,-6.29439,Jl. Raya Bogor KM. 22 No. 44,-6.29439,106.880798,106.880798,Harapan Bunda,['8400257'],,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
95,,['4608863'],101,Rumah Sakit Umum,3172080,3172080001,3172,13930,-6.195012,Jalan  Bekasi Timur Raya  Nomor 6  KM.18,-6.195012,106.906258,106.906258,Harapan Jayakarta ,"['4608886', '4603916', '46821726']",,3172080.0,3172.0,31.0,Cakung,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
96,rsukepulauanseribu@yahoo.co.id,"['33312388', '37175900']",102,Rumah Sakit Umum Daerah,3101020,3101020001,3101,14510,-5.744879,Pulau Pramuka,-5.744879,106.613396,106.613396,Kepulauan Seribu,"['021-33230332', '33312388', '36571981']",,,,,,,
97,,"['4219548', '42801341']",103,Rumah Sakit Umum Kecamatan,3173050,3173050002,3173,10510,-6.184666,Jalan  Rawasari Selatan  Nomor 1,-6.184666,106.869911,106.869911,Cempaka Putih,"['4219548', '42801341']",,3173050.0,3173.0,31.0,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
98,,['6012240'],104,Rumah Sakit Umum Kecamatan,3173070,3173070004,3173,10740,-6.149973,Jalan  Dwiwarna Raya  Nomor 6-8,-6.149973,106.829605,106.829605,Sawah Besar,"['6289080', '4224041']",,3173070.0,3173.0,31.0,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
99,,['4224041'],105,Rumah Sakit Umum Kecamatan,3173040,3173040003,3173,10540,-6.181071,Jalan  Tanah Tinggi XII,-6.181071,106.849373,106.849373,Johar Baru,[' 4246359'],,3173040.0,3173.0,31.0,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
100,rsukemayoran@gmail.com,['4801846'],106,Rumah Sakit Umum Kecamatan,3173060,3173060004,3173,10650,-6.1608,Jalan  Serdang Baru I,-6.1608,106.862289,106.862289,Kemayoran,['4801847'],,3173060.0,3173.0,31.0,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
101,,[''],107,Rumah Sakit Umum Kecamatan,3175040,3175040003,3175,14260,-6.127233,Jalan  Walang Permai  Nomor 39,-6.127233,106.906982,106.906982,Koja,"['43905651', '4358809']",,3175040.0,3175.0,31.0,Koja,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
102,,"['4412889', '4416367']",108,Rumah Sakit Umum Kecamatan,3175060,3175060005,3175,14130,-6.118146,Jalan  Madya Kebantenan  Nomor 4,-6.118146,106.927902,106.927902,Cilincing,"['4412889', '4416367']",,3175060.0,3175.0,31.0,Cilincing,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
103,,[''],109,Rumah Sakit Umum Kecamatan,3175020,3175020001,3175,14420,-6.133254,Jalan  Budi Mulia Raya  Nomor 2  RT.0015 / RW.011,-6.133254,106.839401,106.839401,Pademangan,['021-6452346'],,3175020.0,3175.0,31.0,Pademangan,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
104,,[''],110,Rumah Sakit Umum Kecamatan,3174010,3174010006,3174,11620,-6.181012,Jalan  Topaz Blok F2  Nomor 3,-6.181012,106.733223,106.733223,Kembangan,['5870834'],,3174010.0,3174.0,31.0,Kembangan,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
105,rsukalideres@gmail.com,['54390576'],111,Rumah Sakit Umum Kecamatan,3174080,3174080003,3174,11830,-6.128841,Jalan  Satu Maret  Nomor 48  RT.001 / RW.04,-6.128841,106.704369,106.704369,Kalideres,['54390576'],,3174080.0,3174.0,31.0,Kalideres,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
106,,[''],112,Rumah Sakit Umum Kecamatan,3171010,3171010004,3171,12620,-6.311328,Jalan  Mohamad Kahfi 1  Nomor 27 A,-6.311328,106.813515,106.813515,Jagakarsa,['7864707'],,3171010.0,3171.0,31.0,Jagakarsa,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
107,,['8296918'],113,Rumah Sakit Umum Kecamatan,3171090,3171090002,3171,12810,-6.231592,"Jalan  Prof. Supomo, SH  Nomor 54",-6.231592,106.846008,106.846008,Tebet,['8314955'],,3171090.0,3171.0,31.0,Tebet,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
108,,[''],114,Rumah Sakit Umum Kecamatan,3171070,3171070004,3171,12790,-6.240428,Jalan  Kapten Tendean  Nomor 9,-6.240428,106.826988,106.826988,Mampang Prapatan,['79192187'],,3171070.0,3171.0,31.0,Mampang Prapatan,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
109,,[''],115,Rumah Sakit Umum Kecamatan,3171040,3171040002,3171,12320,-6.258924,Jalan  Cenek I  Nomor 1,-6.258924,106.75766,106.75766,Pesanggrahan,['7356087'],,3171040.0,3171.0,31.0,Pesanggrahan,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
110,,[' 87793604'],116,Rumah Sakit Umum Kecamatan,3172050,3172050003,3172,13540,-6.28674,Jalan  Raya Inpres  Nomor 48,-6.28674,106.862251,106.862251,Kramat Jati,"['87791152', '87793604']",,3172050.0,3172.0,31.0,Kramat Jati,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
111,,[''],117,Rumah Sakit Umum Kecamatan,3172040,3172040004,3172,13720,-6.25801,Jalan  Raya Lapangan Tembak,-6.25801,106.905167,106.905167,Ciracas,['8718995'],,3172040.0,3172.0,31.0,Makasar,Jakarta Timur,DAERAH KHUSUS IBUKOTA JAKARTA
112,rsbbudi@indo.net.id,['3501012'],1,Rumah Sakit Khusus Ibu dan Anak,3173080,3173080003,3173,10110,-6.180302,Jl. Budi Kemuliaan No. 25 ,-6.180302,106.81826,106.81826,Budi Kemuliaan ,['3842828'],www.rsbbudikemiaan.com,3173080.0,3173.0,31.0,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
113,rsprofnizar@yahoo.co.id,['34834982'],2,Rumah Sakit Khusus Telinga Hidung Tenggorokan,3173080,3173080002,3173,10160,-6.171435,Jl. Kesehatan No. 9,-6.171435,106.81459,106.81459,Profesor Nizar ,"['3843596', '3503435']",,3173080.0,3173.0,31.0,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
114,,['5732701'],3,Rumah Sakit Khusus Gigi & Mulut,3173010,3173010002,3173,10210,-6.211591,Jl. Farmasi No. 1,-6.211591,106.808441,106.808441,TNI-AL R.E. Martadinata,['5733026'],,3173010.0,3173.0,31.0,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
115,"binaes@rad.net.id, rsbe-binaestetika@ yahoo.com",['3155258'],4,Rumah Sakit Khusus Bedah,3173020,3173020001,3173,10310,-6.197392,Jl. Teuku Cik Ditiro No. 41,-6.197392,106.836792,106.836792,Bina Estetika,['3909393'],,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
116,"cheyra@jakarta_eye_center.com, jec@jakarta-eye-center.com",['3904601'],5,Rumah Sakit Khusus Mata,3173020,3173020001,3173,10310,-6.198522,Jl. Teuku Cik Ditiro No. 46  M,-6.198522,106.836884,106.836884,Jakarta Eye Center,"['335600', '3107434']",www.jakarta-eye-center.com,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
117,admin@rs-proklamasi.co.id,['3900947'],6,Rumah Sakit Khusus Telinga Hidung Tenggorokan,3173020,3173020002,3173,10320,-6.201966,Jalan  Proklamasi  Nomor 43 ,-6.201966,106.84716,106.84716,Proklamasi,['3900002'],www.rs-proklamasi.co.id,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
118,we_care@rsiatambak,['3902550'],7,Rumah Sakit Khusus Ibu dan Anak,3173020,3173020002,3173,10320,-6.206272,Jl. Tambak No. 18,-6.206272,106.848473,106.848473,Tambak,['2303444'],www.rsiatambak.com,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
119,marketing@rsiaypkmandiri.com,['3909806'],8,Rumah Sakit Khusus Ibu dan Anak,3173020,3173020004,3173,10350,-6.191115,Jl. Gereja Theresia No. 22,-6.191115,106.827904,106.827904,YPK Mandiri,['3909725'],www.rsiaypkmandiri.com,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
120,"bundahospital@bunda.co.id, rsbunda@mweb.co.id",['3101077'],9,Rumah Sakit Khusus Ibu dan Anak,3173020,3173020004,3173,10350,-6.196026,Jl. Teuku Cik Ditiro No. 28,-6.196026,106.836517,106.836517,Bunda Jakarta,['3909692'],www.bunda.co.id,3173020.0,3173.0,31.0,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
121,rsgm_fkgui@yahoo.com,[''],10,Rumah Sakit Khusus Gigi & Mulut,3173030,3173030001,3173,10430,-6.194264,Jl. Salemba Raya No.4,-6.194264,106.848038,106.848038,FKG Universitas Indonesia,['0213916858'],,3173030.0,3173.0,31.0,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
122,info@ssmedika.co.id,['3926687'],11,Rumah Sakit Khusus Bedah,3173030,3173030001,3173,10430,-6.198886,Jl. Salemba I  No. 11 - 13,-6.198886,106.850616,106.850616,Salemba Satu Medika,['3913336'],www.ssmedika.co.id,3173030.0,3173.0,31.0,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
123,,['42800964'],12,Rumah Sakit Khusus Ibu dan Anak,3173060,3173060003,3173,10640,-6.163449,Jl. Sumur Batu Raya Blok A3 No. 13,-6.163449,106.865448,106.865448,Berkat Ibu  (tidak melakukan keg.opr. sejak 25-7-2014),"['4209007', '4252671']",,3173060.0,3173.0,31.0,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
124,aninurdiyana3@gmail.com,['4400063'],13,Rumah Sakit Khusus Paru,3175060,3175060001,3175,14140,-6.155844,Jl. Siak  J 5  No. 14  -  Komplek Bea Cukai,-6.155844,106.923187,106.923187,Firdaus,['4407322'],,3175060.0,3175.0,31.0,Cilincing,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
125,rsbst.yusuf@gmail.com,['4361330'],14,Rumah Sakit Khusus Ibu dan Anak,3175030,3175030005,3175,14330,-6.117114,Jl. Ganggeng Raya No.9,-6.117114,106.881912,106.881912,Santo Yusuf,['43931880'],,3175030.0,3175.0,31.0,Tanjung Priok,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
126,infi@rspi-suliantisaroso.co.id,['6401411'],15,Rumah Sakit Khusus Penyakit Infeksi,3175030,3175030003,3175,14340,-6.130169,Jl. Sunter Permai Raya,-6.130169,106.861916,106.861916,Prof.Sulianti Saroso,['6506559-67'],www.rspi-suliantisaroso.com,3175030.0,3175.0,31.0,Tanjung Priok,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
127,sekretariat@rsiafamily.com,['6615563'],16,Rumah Sakit Khusus Ibu dan Anak,3175010,3175010003,3175,14450,-6.133434,Pluit Mas I Blok A No. 2A - 5A,-6.133434,106.790291,106.790291,Family,['6695639'],www.rsiafamily.com,3175010.0,3175.0,31.0,Penjaringan,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
128,sekretaris@rsiagrandfamily.com,[''],17,Rumah Sakit Khusus Ibu dan Anak,3175010,3175010001,3175,14470,-6.123199,Jl. Pantai Indah Selatan I Komp. Elang Laut Boulevard Kav.I No.1,-6.123199,106.738953,106.738953,Grand Family,['29673755 - 56'],,3175010.0,3175.0,31.0,Penjaringan,Jakarta Utara,DAERAH KHUSUS IBUKOTA JAKARTA
129,rsia_aries@yahoo.com,"['6497506', '6591410']",18,Rumah Sakit Khusus Ibu dan Anak,3174050,3174050003,3174,11210,-6.157625,Jalan  Tanah Sereal VII  Nomor 9,-6.157625,106.809784,106.809784,Aries,"['6496524', '6497506', '6396393']",,3174050.0,3174.0,31.0,Tambora,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
130,"elfira_zaenal@yahoo.com, dharmais@dharmais.co.id ","['5681579', '5681579']",19,Rumah Sakit Khusus Kanker,3174030,3174030005,3174,11420,-6.187047,Jl. Letjen S. Parman Kav. 84-86,-6.187047,106.797493,106.797493,Dharmais,['5681570'],www.dharmais.co.id,3174030.0,3174.0,31.0,Palmerah,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
131,"didi.danukusumo@gmail.com, rsabhk@cbn.net.id","['5601816', '5601560']",20,Rumah Sakit Anak dan Bunda,3174030,3174030004,3174,11420,-6.184582,"Jl. Letjen S. Parman Kav. 87, Slipi",-6.184582,106.797806,106.797806,Harapan Kita,['5668284'],www.rsabhk.co.id,3174030.0,3174.0,31.0,Palmerah,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
132,info@pjnhk.go.id,"['5684130', '5684230']",21,Rumah Sakit Khusus Jantung dan Pembuluh Darah,3174030,3174030004,3174,11420,-6.184582,Jl. Letjen S. Parman Kav. 87,-6.184582,106.797806,106.797806,Harapan Kita ,"['5684085', '5684993']",www.pjnhk.go.id,3174030.0,3174.0,31.0,Palmerah,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
133,,[''],22,Rumah Sakit Khusus Gigi & Mulut,3174040,3174040003,3174,11440,-6.167134,Jl. Kyai Tapa No. ,-6.167134,106.796776,106.796776,FKG Universitas Trisakti,[''],,3174040.0,3174.0,31.0,Grogol Petamburan,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
134,rsia.ibnusina@gmail.com,['5670118'],23,Rumah Sakit Khusus Ibu dan Anak,3174040,3174040004,3174,11450,-6.160499,Jl. Nurdin I  No. III  RT.008 / RW.07,-6.160499,106.796013,106.796013,Ibnu Sina,['5670139 '],www.rsiaibnusina.blogspot.com,3174040.0,3174.0,31.0,Grogol Petamburan,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
135,keliek_marwanto@yahoo.co.id,"['5682842', '5633316']",24,Rumah Sakit Khusus Jiwa,3174040,3174040005,3174,11460,-6.163072,Jl. Prof. Dr. Latumeten No. 1,-6.163072,106.788712,106.788712,Dr.Soeharto Heerdjan,['5682841- 42 - 43'],www.rsjsh.com,3174040.0,3174.0,31.0,Grogol Petamburan,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
136,rsiabsm@yahoo.co.id,['5603531'],25,Rumah Sakit Khusus Ibu dan Anak,3174020,3174020005,3174,11510,-6.185669,Jl. Duri Raya No. 22,-6.185669,106.771454,106.771454,Bina Sehat Mandiri ,"['5658870', '5669411 - 12']",,3174020.0,3174.0,31.0,Kebon Jeruk,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
137,cdc.kedoya@jakarta_eye_center.com,[''],26,Rumah Sakit Khusus Mata,3174020,3174020006,3174,11530,-6.189843,Jl. Terusan Arjuna Utara I No.1,-6.189843,106.761078,106.761078,Jakarta Eye Center Kedoya,[''],,3174020.0,3174.0,31.0,Kebon Jeruk,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
138,info@rsbanggrekmas.com,['53672019'],27,Rumah Sakit Khusus Ibu dan Anak,3174020,3174020003,3174,11550,-6.203074,Jalan  Anggrek  Nomor 2 B  RT.009 / RW.02,-6.203074,106.772659,106.772659,Anggrek Mas,"['5305720', '53672017', '53672018']",www.rsbanggrekmas.com,3174020.0,3174.0,31.0,Kebon Jeruk,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
139,rskb_tzuchi@yahoo.com ; tonikris57@yahoo.co.id,"['55951985', '55963681']",28,Rumah Sakit Khusus Bedah,3174070,3174070005,3174,11730,-6.132041,Jalan  Kamal Raya  Outer Ring Road,-6.132041,106.736778,106.736778,Cinta Kasih Tzu Chi,['55956850'],,3174070.0,3174.0,31.0,Cengkareng,Jakarta Barat,DAERAH KHUSUS IBUKOTA JAKARTA
140,dwita.rakhmasari@brawijayahohpital.com,['7211364'],29,Rumah Sakit Khusus Ibu dan Anak,3171060,3171060002,3171,12140,-6.257521,Jl. Taman Brawijaya No. 1,-6.257521,106.807243,106.807243,Brawijaya,['7211337'],,3171060.0,3171.0,31.0,Kebayoran Baru,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
141,,['7254054'],30,Rumah Sakit Khusus Ibu dan Anak,3171060,3171060005,3171,12160,-6.248023,Jalan  Panglima Polim I  Nomor 34,-6.248023,106.800819,106.800819,Asih,['2700610'],www.rsbasih.co.id,3171060.0,3171.0,31.0,Kebayoran Baru,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
142,sanatorium@dharmawangsa.org,['7394162'],31,Rumah Sakit Khusus Jiwa,3171060,3171060003,3171,12160,-6.255157,Jl. Dharmawangsa Raya No. 13  Blok P II,-6.255157,106.80265,106.80265,Dharmawangsa ,['7394484'],www.dharmawangsa.org,3171060.0,3171.0,31.0,Kebayoran Baru,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
143,,"['7264038', '7398837']",32,Rumah Sakit Khusus Telinga Hidung Tenggorokan,3171060,3171060009,3171,12180,-6.235796,Jalan  Ciranjang  Nomor 20-22,-6.235796,106.810661,106.810661,Ciranjang,"['7243366', '7208192']",,3171060.0,3171.0,31.0,Kebayoran Baru,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
144,,"['7221171', '7223939']",33,Rumah Sakit Bersalin,3171060,3171060009,3171,12180,-6.236399,Jl. Senayan No. 26,-6.236399,106.815704,106.815704,Panti Nugraha,"['7221171', '7223939']",,3171060.0,3171.0,31.0,Kebayoran Baru,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
145,hendra_juniarta@yahoo.com,['7230703'],34,Rumah Sakit Bersalin,3171050,3171050004,3171,12230,-6.238179,Jl. Ciledug Raya No. 94 - 96,-6.238179,106.769707,106.769707,Kartini,['7245646'],,3171050.0,3171.0,31.0,Kebayoran Lama,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
146,,['5871802'],35,Rumah Sakit Khusus Ibu dan Anak,3171040,3171040003,3171,12250,-6.23236,Jalan  H. Rohimin  Nomor 30,-6.23236,106.762512,106.762512,Avisena,['5853916'],,3171040.0,3171.0,31.0,Pesanggrahan,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
147,petukanganmedicalcentre@gmail.com,['73889956'],36,Rumah Sakit Khusus Ibu dan Anak,3171040,3171040004,3171,12270,-6.236749,Jalan  Ciledug Raya  Nomor 8 A,-6.236749,106.751602,106.751602,Petukangan,"['7340906', '7353969']",,3171040.0,3171.0,31.0,Pesanggrahan,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
148,,"['73885251', '73885253']",37,Rumah Sakit Khusus Gigi & Mulut,3171040,3171040001,3171,12330,-6.259408,Jalan  Bintaro Permai Raya  Nomor 3,-6.259408,106.764946,106.764946,FKG Universitas Prof. DR. Moestopo (B),"['73885251', '73885254']",,3171040.0,3171.0,31.0,Pesanggrahan,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
149,hri.isw@gmail.com,['78843548'],38,Rumah Sakit Khusus Ibu dan Anak,3171020,3171020001,3171,12550,-6.286158,Jl. Ampera Raya No. 34,-6.286158,106.818993,106.818993,Kemang,"['27545454', '27545400']",www.kemangmedicalcare.com,3171020.0,3171.0,31.0,Pasar Minggu,Jakarta Selatan,DAERAH KHUSUS IBUKOTA JAKARTA
